Object Name,GESW Id,Field ID,Import Process,Object Status,Parent Id,Remarks
edist_oh_primary,216966605,216966605,Update,Imported,,
edist_oh_primary,216966823,216966823,Update,Imported,,
edist_oh_primary,216841891,216841891,Update,Imported,,
edist_oh_primary,216821843,216821843,Update,Imported,,
edist_oh_primary,220307291,220307291,Update,Imported,,
edist_oh_primary,216841410,216841410,Update,Imported,,
edist_oh_primary,216840999,216840999,Update,Imported,,
edist_oh_primary,216967033,216967033,Update,Imported,,
edist_oh_primary,216841921,216841921,Update,Imported,,
edist_oh_primary,216967245,216967245,Update,Imported,,
edist_oh_primary,216949039,216949039,Update,Imported,,
edist_oh_primary,453834048,453834048,Update,Imported,,
edist_oh_primary,216840369,216840369,Update,Imported,,
edist_oh_primary,216839869,216839869,Update,Imported,,
edist_oh_primary,385705178,385705178,Update,Imported,,
edist_oh_primary,216840337,216840337,Update,Imported,,
edist_oh_primary,216841591,216841591,Update,Imported,,
edist_oh_primary,129395701,129395701,Update,Imported,,
edist_oh_primary,216840502,216840502,Update,Imported,,
edist_oh_primary,216840969,216840969,Update,Imported,,
edist_oh_primary,216954738,216954738,Update,Imported,,
edist_oh_primary,216839538,216839538,Update,Imported,,
edist_oh_primary,216931486,216931486,Update,Imported,,
edist_oh_primary,216820400,216820400,Update,Imported,,
edist_oh_primary,153557992,153557992,Update,Imported,,
edist_oh_primary,216931817,216931817,Update,Imported,,
edist_oh_primary,70778560,70778560,Update,Imported,,
edist_oh_primary,420182736,420182736,Update,Imported,,
edist_oh_primary,437634567,437634567,Update,Imported,,
edist_oh_primary,437633875,437633875,Update,Imported,,
edist_oh_primary,216931471,216931471,Update,Imported,,
edist_oh_primary,216840384,216840384,Update,Imported,,
edist_oh_primary,216840168,216840168,Update,Imported,,
edist_oh_primary,216841970,216841970,Update,Imported,,
edist_oh_primary,216949170,216949170,Update,Imported,,
edist_oh_primary,216931845,216931845,Update,Imported,,
edist_oh_primary,216931629,216931629,Update,Imported,,
edist_oh_primary,216839889,216839889,Update,Imported,,
edist_oh_primary,216840150,216840150,Update,Imported,,
edist_oh_primary,216967227,216967227,Update,Imported,,
edist_oh_primary,216937610,216937610,Update,Imported,,
edist_oh_primary,437634097,437634097,Update,Imported,,
edist_oh_primary,216931615,216931615,Update,Imported,,
edist_oh_primary,453833690,453833690,Update,Imported,,
edist_oh_primary,216954660,216954660,Update,Imported,,
edist_oh_primary,216966497,216966497,Update,Imported,,
edist_oh_primary,216840182,216840182,Update,Imported,,
edist_oh_primary,216841876,216841876,Update,Imported,,
edist_oh_primary,216840599,216840599,Update,Imported,,
edist_oh_primary,437634355,437634355,Update,Imported,,
edist_oh_primary,216949077,216949077,Update,Imported,,
edist_oh_primary,216967195,216967195,Update,Imported,,
edist_oh_primary,216841239,216841239,Update,Imported,,
edist_oh_primary,216840737,216840737,Update,Imported,,
edist_oh_primary,154167347,154167347,Update,Imported,,
edist_oh_primary,216966638,216966638,Update,Imported,,
edist_oh_primary,400757903,400757903,Update,Imported,,
edist_oh_primary,216839935,216839935,Update,Imported,,
edist_oh_primary,437634024,437634024,Update,Imported,,
edist_oh_primary,216841362,216841362,Update,Imported,,
edist_oh_primary,216820418,216820418,Update,Imported,,
edist_oh_primary,220372193,220372193,Update,Imported,,
edist_oh_primary,216966513,216966513,Update,Imported,,
edist_oh_primary,216937638,216937638,Update,Imported,,
edist_oh_primary,437634210,437634210,Update,Imported,,
edist_oh_primary,216840399,216840399,Update,Imported,,
edist_oh_primary,216819506,216819506,Update,Imported,,
edist_oh_primary,70778509,70778509,Update,Imported,,
edist_oh_primary,216841501,216841501,Update,Imported,,
edist_oh_primary,248972893,248972893,Update,Imported,,
edist_oh_primary,420182760,420182760,Update,Imported,,
edist_oh_primary,216841729,216841729,Update,Imported,,
edist_oh_primary,248972916,248972916,Update,Imported,,
edist_oh_primary,216966758,216966758,Update,Imported,,
edist_oh_primary,216840110,216840110,Update,Imported,,
edist_oh_primary,216841381,216841381,Update,Imported,,
edist_oh_primary,216840927,216840927,Update,Imported,,
edist_oh_primary,216841715,216841715,Update,Imported,,
edist_oh_primary,216966565,216966565,Update,Imported,,
edist_oh_primary,420182655,420182655,Update,Imported,,
edist_oh_primary,221327157,221327157,Update,Imported,,
edist_oh_primary,216931758,216931758,Update,Imported,,
edist_oh_primary,216949189,216949189,Update,Imported,,
edist_oh_primary,216931801,216931801,Update,Imported,,
edist_oh_primary,216840913,216840913,Update,Imported,,
edist_oh_primary,216931561,216931561,Update,Imported,,
edist_oh_primary,108720676,108720676,Update,Imported,,
edist_oh_primary,216966553,216966553,Update,Imported,,
edist_oh_primary,216931501,216931501,Update,Imported,,
edist_oh_primary,216841529,216841529,Update,Imported,,
edist_oh_primary,216930597,216930597,Update,Imported,,
edist_oh_primary,216840876,216840876,Update,Imported,,
edist_oh_primary,216966798,216966798,Update,Imported,,
edist_oh_primary,216966581,216966581,Update,Imported,,
edist_oh_primary,216967167,216967167,Update,Imported,,
edist_oh_primary,216967714,216967714,Update,Imported,,
edist_oh_primary,216972135,216972135,Update,Imported,,
edist_oh_primary,216967559,216967559,Update,Imported,,
edist_oh_primary,437633602,437633602,Update,Imported,,
edist_oh_primary,216841515,216841515,Update,Imported,,
edist_oh_primary,216839490,216839490,Update,Imported,,
edist_oh_primary,216820831,216820831,Update,Imported,,
edist_oh_primary,216930433,216930433,Update,Imported,,
edist_oh_primary,216841424,216841424,Update,Imported,,
edist_oh_primary,216949243,216949243,Update,Imported,,
edist_oh_primary,216949105,216949105,Update,Imported,,
edist_oh_primary,216821381,216821381,Update,Imported,,
edist_oh_primary,216967529,216967529,Update,Imported,,
edist_oh_primary,216841543,216841543,Update,Imported,,
edist_oh_primary,216840890,216840890,Update,Imported,,
edist_oh_primary,216780664,216780664,Update,Imported,,
edist_oh_primary,216840198,216840198,Update,Imported,,
edist_oh_primary,216931587,216931587,Update,Imported,,
edist_oh_primary,216821959,216821959,Update,Imported,,
edist_oh_primary,216842028,216842028,Update,Imported,,
edist_oh_primary,216840308,216840308,Update,Imported,,
edist_oh_primary,216839903,216839903,Update,Imported,,
edist_oh_primary,216839809,216839809,Update,Imported,,
edist_oh_primary,216949311,216949311,Update,Imported,,
edist_oh_primary,216966962,216966962,Update,Imported,,
edist_oh_primary,216840280,216840280,Update,Imported,,
edist_oh_primary,216931573,216931573,Update,Imported,,
edist_oh_primary,216842014,216842014,Update,Imported,,
edist_oh_primary,216931601,216931601,Update,Imported,,
edist_oh_primary,216972121,216972121,Update,Imported,,
edist_oh_primary,216949120,216949120,Update,Imported,,
edist_oh_primary,400757866,400757866,Update,Imported,,
edist_oh_primary,216839753,216839753,Update,Imported,,
edist_oh_primary,216966810,216966810,Update,Imported,,
edist_oh_primary,216948624,216948624,Update,Imported,,
edist_oh_primary,216842042,216842042,Update,Imported,,
edist_oh_primary,216840322,216840322,Update,Imported,,
edist_oh_primary,216966593,216966593,Update,Imported,,
edist_oh_primary,216949154,216949154,Update,Imported,,
edist_oh_primary,216966525,216966525,Update,Imported,,
edist_oh_primary,437634514,437634514,Update,Imported,,
edist_oh_primary,216966447,216966447,Update,Imported,,
edist_oh_primary,216819599,216819599,Update,Imported,,
edist_oh_primary,216840987,216840987,Update,Imported,,
edist_oh_primary,216949339,216949339,Update,Imported,,
edist_oh_primary,216841659,216841659,Update,Imported,,
edist_oh_primary,216840657,216840657,Update,Imported,,
edist_oh_primary,216966433,216966433,Update,Imported,,
edist_oh_primary,216780711,216780711,Update,Imported,,
edist_oh_primary,216840483,216840483,Update,Imported,,
edist_oh_primary,216948640,216948640,Update,Imported,,
edist_oh_primary,112389295,112389295,Update,Imported,,
edist_oh_primary,216967668,216967668,Update,Imported,,
edist_oh_primary,216972436,216972436,Update,Imported,,
edist_oh_primary,216839767,216839767,Update,Imported,,
edist_oh_primary,216840124,216840124,Update,Imported,,
edist_oh_primary,216839921,216839921,Update,Imported,,
edist_oh_primary,216839476,216839476,Update,Imported,,
edist_oh_primary,400961666,400961666,Update,Imported,,
edist_oh_primary,216841985,216841985,Update,Imported,,
edist_oh_primary,216954751,216954751,Update,Imported,,
edist_oh_primary,220372211,220372211,Update,Imported,,
edist_oh_primary,216841937,216841937,Update,Imported,,
edist_oh_primary,437633620,437633620,Update,Imported,,
edist_oh_primary,216841673,216841673,Update,Imported,,
edist_oh_primary,216949139,216949139,Update,Imported,,
edist_oh_primary,216929101,216929101,Update,Imported,,
edist_oh_primary,470970610,470970610,Update,Imported,,
edist_oh_primary,437634302,437634302,Update,Imported,,
edist_oh_primary,216841309,216841309,Update,Imported,,
edist_oh_primary,216840806,216840806,Update,Imported,,
edist_oh_primary,216966706,216966706,Update,Imported,,
edist_oh_primary,216839839,216839839,Update,Imported,,
edist_oh_primary,216841348,216841348,Update,Imported,,
edist_oh_primary,216841438,216841438,Update,Imported,,
edist_oh_primary,437633819,437633819,Update,Imported,,
edist_oh_primary,437633922,437633922,Update,Imported,,
edist_oh_primary,216966367,216966367,Update,Imported,,
edist_oh_primary,216814696,216814696,Update,Imported,,
edist_oh_primary,216949255,216949255,Update,Imported,,
edist_oh_primary,216967316,216967316,Update,Imported,,
edist_oh_primary,437633660,437633660,Update,Imported,,
edist_oh_primary,216967051,216967051,Update,Imported,,
edist_oh_primary,216835803,216835803,Update,Imported,,
edist_oh_primary,216840136,216840136,Update,Imported,,
edist_oh_primary,437634399,437634399,Update,Imported,,
edist_oh_primary,216972181,216972181,Update,Imported,,
edist_oh_primary,437634242,437634242,Update,Imported,,
edist_oh_primary,216949287,216949287,Update,Imported,,
edist_oh_primary,437633575,437633575,Update,Imported,,
edist_oh_primary,216954647,216954647,Update,Imported,,
edist_oh_primary,216840266,216840266,Update,Imported,,
edist_oh_primary,216966383,216966383,Update,Imported,,
edist_oh_primary,216972163,216972163,Update,Imported,,
edist_oh_primary,216931726,216931726,Update,Imported,,
edist_oh_primary,216949271,216949271,Update,Imported,,
edist_oh_primary,216840818,216840818,Update,Imported,,
edist_oh_primary,216954630,216954630,Update,Imported,,
edist_oh_primary,216966718,216966718,Update,Imported,,
edist_oh_primary,216821737,216821737,Update,Imported,,
edist_oh_primary,216821857,216821857,Update,Imported,,
edist_oh_primary,216840252,216840252,Update,Imported,,
edist_oh_primary,216821903,216821903,Update,Imported,,
edist_oh_primary,400961690,400961690,Update,Imported,,
edist_oh_primary,216821624,216821624,Update,Imported,,
edist_oh_primary,216840627,216840627,Update,Imported,,
edist_oh_primary,216840846,216840846,Update,Imported,,
edist_oh_primary,216821395,216821395,Update,Imported,,
edist_oh_primary,216966746,216966746,Update,Imported,,
edist_oh_primary,216948583,216948583,Update,Imported,,
edist_oh_primary,154167332,154167332,Update,Imported,,
edist_oh_primary,437633775,437633775,Update,Imported,,
edist_oh_primary,216954764,216954764,Update,Imported,,
edist_oh_primary,216839781,216839781,Update,Imported,,
edist_oh_primary,216839565,216839565,Update,Imported,,
edist_oh_primary,216840830,216840830,Update,Imported,,
edist_oh_primary,216931742,216931742,Update,Imported,,
edist_oh_primary,216966730,216966730,Update,Imported,,
edist_oh_primary,216966186,216966186,Update,Imported,,
edist_oh_primary,216967122,216967122,Update,Imported,,
edist_oh_primary,216931529,216931529,Update,Imported,,
edist_oh_primary,216948570,216948570,Update,Imported,,
edist_oh_primary,396193300,396193300,Update,Imported,,
edist_oh_primary,216972207,216972207,Update,Imported,,
edist_oh_primary,216839737,216839737,Update,Imported,,
edist_oh_primary,437634141,437634141,Update,Imported,,
edist_oh_primary,216840641,216840641,Update,Imported,,
edist_oh_primary,216949299,216949299,Update,Imported,,
edist_oh_primary,216931515,216931515,Update,Imported,,
edist_oh_primary,216841452,216841452,Update,Imported,,
edist_oh_primary,216841467,216841467,Update,Imported,,
edist_oh_primary,216931860,216931860,Update,Imported,,
edist_oh_primary,216840000,216840000,Update,Imported,,
edist_oh_primary,216966537,216966537,Update,Imported,,
edist_oh_primary,216780678,216780678,Update,Imported,,
edist_oh_primary,216821889,216821889,Update,Imported,,
edist_oh_primary,216967073,216967073,Update,Imported,,
edist_oh_primary,216931543,216931543,Update,Imported,,
edist_oh_primary,154167317,154167317,Update,Imported,,
edist_oh_primary,216821917,216821917,Update,Imported,,
edist_oh_primary,216841609,216841609,Update,Imported,,
edist_oh_primary,216819482,216819482,Update,Imported,,
edist_primary_wire,527631905,-46030123,Insert,Imported,220372211,unset
edist_primary_wire,527631906,-50025070,Insert,Imported,526282803,unset
edist_primary_wire,527631907,-39045123,Insert,Imported,526282837,unset
edist_primary_wire,527631908,-44027327,Insert,Imported,527631585,unset
edist_primary_wire,527631909,-46030312,Insert,Imported,437633922,unset
edist_primary_wire,527631910,-46030314,Insert,Imported,216931651,unset
edist_primary_wire,527631911,-46030115,Insert,Imported,526282845,unset
edist_primary_wire,527631912,-46030622,Insert,Imported,526282789,unset
edist_primary_wire,527631913,-54038877,Insert,Imported,216967466,unset
edist_primary_wire,527631914,-46030624,Insert,Imported,526282789,unset
edist_primary_wire,527631915,-46030442,Insert,Imported,216839889,unset
edist_primary_wire,527631916,-50025068,Insert,Imported,526282803,unset
edist_primary_wire,527631917,-50025069,Insert,Imported,526282803,unset
edist_primary_wire,527631918,-46030449,Insert,Imported,437633575,unset
edist_primary_wire,527631919,-46030138,Insert,Imported,527631555,unset
edist_primary_wire,527631920,-46033733,Insert,Imported,216841908,unset
edist_primary_wire,527631921,-10124366,Insert,Imported,216840224,unset
edist_primary_wire,527631922,-39045095,Insert,Imported,216949189,unset
edist_primary_wire,527631923,-10124368,Insert,Imported,216840238,unset
edist_primary_wire,527631925,-46030623,Insert,Imported,526282789,unset
edist_primary_wire,527631926,-44027540,Insert,Imported,527631593,unset
edist_primary_wire,527631927,-10124351,Insert,Imported,216840210,unset
edist_primary_wire,527631928,-8033258,Insert,Imported,216937610,unset
edist_primary_wire,527631929,-46030640,Insert,Imported,216967051,unset
edist_primary_wire,527631930,-54038740,Insert,Imported,216966758,unset
edist_primary_wire,527631931,-46030627,Insert,Imported,216929101,unset
edist_primary_wire,527631932,-46030139,Insert,Imported,527631555,unset
edist_primary_wire,527631933,-50024600,Insert,Imported,526282837,unset
edist_primary_wire,527631934,-46030362,Insert,Imported,526282775,unset
edist_primary_wire,527631935,-46030363,Insert,Imported,526282775,unset
edist_primary_wire,527631936,-44027542,Insert,Imported,527631593,unset
edist_primary_wire,527631937,-46030365,Insert,Imported,526282775,unset
edist_primary_wire,527631938,-50024601,Insert,Imported,526282837,unset
edist_primary_wire,527631939,-50024602,Insert,Imported,526282837,unset
edist_primary_wire,527631940,-54038744,Insert,Imported,216966746,unset
edist_primary_wire,527631941,-46030118,Insert,Imported,526282845,unset
edist_primary_wire,527631942,-46041511,Insert,Imported,216931845,unset
edist_primary_wire,527631943,-46030309,Insert,Imported,437633959,unset
edist_primary_wire,527631944,-44027328,Insert,Imported,527631585,unset
edist_primary_wire,527631945,-44027329,Insert,Imported,527631585,unset
edist_primary_wire,527631946,-10124349,Insert,Imported,216840280,unset
edist_primary_wire,527631947,-50025102,Insert,Imported,527631577,unset
edist_primary_wire,527631948,-46030660,Insert,Imported,437633602,unset
edist_primary_wire,527631949,-54038914,Insert,Imported,216972135,unset
edist_primary_wire,527631951,-46030175,Insert,Imported,437633875,unset
edist_primary_wire,527631952,-10124294,Insert,Imported,248972893,unset
edist_primary_wire,527631953,-54038997,Insert,Imported,526282813,unset
edist_primary_wire,527631954,-46030304,Insert,Imported,437634097,unset
edist_primary_wire,527631955,-50025101,Insert,Imported,527631577,unset
edist_primary_wire,527631956,-46030173,Insert,Imported,437633819,unset
edist_primary_wire,527631957,-46030307,Insert,Imported,437634024,unset
edist_primary_wire,527631958,-46041483,Insert,Imported,216841467,unset
edist_primary_wire,527631959,-50025100,Insert,Imported,527631577,unset
edist_primary_wire,527631960,-46030472,Insert,Imported,216839921,unset
edist_primary_wire,527631961,-50025082,Insert,Imported,526282829,unset
edist_primary_wire,527631962,-46030137,Insert,Imported,527631555,unset
edist_primary_wire,216841892,216841892,Update,Imported,216841891,unset
edist_primary_wire,527631963,-50025099,Insert,Imported,527631577,unset
edist_primary_wire,527631964,-54038998,Insert,Imported,526282813,unset
edist_primary_wire,527631965,-46030479,Insert,Imported,216840150,unset
edist_primary_wire,527631966,-54038999,Insert,Imported,526282813,unset
edist_primary_wire,527631967,-46030364,Insert,Imported,526282775,unset
edist_primary_wire,527631968,-50025080,Insert,Imported,526282829,unset
edist_primary_wire,527631969,-50025081,Insert,Imported,526282829,unset
edist_primary_wire,527631970,-46030646,Insert,Imported,216966962,unset
edist_primary_wire,527631971,-10124296,Insert,Imported,216840818,unset
edist_primary_wire,527631972,-44027541,Insert,Imported,527631593,unset
edist_primary_wire,527631973,-10124317,Insert,Imported,437633660,unset
edist_primary_wire,527631974,-10124318,Insert,Imported,437633620,unset
edist_primary_wire,527631975,-46041487,Insert,Imported,216842042,unset
edist_primary_wire,527631976,-46033728,Insert,Imported,216835786,unset
edist_primary_wire,527631977,-46030265,Insert,Imported,216966605,unset
edist_primary_wire,527631978,-46030223,Insert,Imported,437634141,unset
edist_primary_wire,527631979,-46030121,Insert,Imported,248972916,unset
edist_primary_wire,476799940,476799940,Update,Imported,216840266,unset
edist_primary_wire,476799941,476799941,Update,Imported,216840266,unset
edist_primary_wire,476799942,476799942,Update,Imported,216840280,unset
edist_primary_wire,437633672,437633672,Update,Imported,437633660,unset
edist_primary_wire,476799943,476799943,Update,Imported,216840294,unset
edist_primary_wire,216966566,216966566,Update,Imported,216966565,unset
edist_primary_wire,476799944,476799944,Update,Imported,216840308,unset
edist_primary_wire,437633674,437633674,Update,Imported,437633660,unset
edist_primary_wire,476799945,476799945,Update,Imported,216840322,unset
edist_primary_wire,476799946,476799946,Update,Imported,216840322,unset
edist_primary_wire,437633676,437633676,Update,Imported,437633660,unset
edist_primary_wire,216840419,216840419,Update,Imported,216840418,unset
edist_primary_wire,476799947,476799947,Update,Imported,216840337,unset
edist_primary_wire,385705184,385705184,Update,Imported,385705178,unset
edist_primary_wire,476799948,476799948,Update,Imported,216840369,unset
edist_primary_wire,385705185,385705185,Update,Imported,385705178,unset
edist_primary_wire,476799949,476799949,Update,Imported,216840384,unset
edist_primary_wire,216840015,216840015,Update,Imported,216840014,unset
edist_primary_wire,437634466,437634466,Update,Imported,437634454,unset
edist_primary_wire,385705186,385705186,Update,Imported,385705178,unset
edist_primary_wire,216840016,216840016,Update,Imported,216840014,unset
edist_primary_wire,476801570,476801570,Update,Imported,216931663,unset
edist_primary_wire,216841397,216841397,Update,Imported,216841396,unset
edist_primary_wire,216972122,216972122,Update,Imported,216972121,unset
edist_primary_wire,216839566,216839566,Update,Imported,216839565,unset
edist_primary_wire,216931502,216931502,Update,Imported,216931501,unset
edist_primary_wire,476801571,476801571,Update,Imported,216931663,unset
edist_primary_wire,437634468,437634468,Update,Imported,437634454,unset
edist_primary_wire,216931503,216931503,Update,Imported,216931501,unset
edist_primary_wire,476801572,476801572,Update,Imported,216931680,unset
edist_primary_wire,216839567,216839567,Update,Imported,216839565,unset
edist_primary_wire,216840241,216840241,Update,Imported,216840238,unset
edist_primary_wire,216839568,216839568,Update,Imported,216839565,unset
edist_primary_wire,216931504,216931504,Update,Imported,216931501,unset
edist_primary_wire,476801573,476801573,Update,Imported,216931758,unset
edist_primary_wire,216967625,216967625,Update,Imported,216967620,unset
edist_primary_wire,476801574,476801574,Update,Imported,216931785,unset
edist_primary_wire,216835804,216835804,Update,Imported,216835803,unset
edist_primary_wire,476801575,476801575,Update,Imported,216931817,unset
edist_primary_wire,216835805,216835805,Update,Imported,216835803,unset
edist_primary_wire,476799930,476799930,Update,Imported,216839839,unset
edist_primary_wire,476799931,476799931,Update,Imported,216839869,unset
edist_primary_wire,216835806,216835806,Update,Imported,216835803,unset
edist_primary_wire,216966554,216966554,Update,Imported,216966553,unset
edist_primary_wire,476801577,476801577,Update,Imported,216931845,unset
edist_primary_wire,476799932,476799932,Update,Imported,216839903,unset
edist_primary_wire,216966187,216966187,Update,Imported,216966186,unset
edist_primary_wire,216966952,216966952,Update,Imported,216966949,unset
edist_primary_wire,476799933,476799933,Update,Imported,216839903,unset
edist_primary_wire,216966188,216966188,Update,Imported,216966186,unset
edist_primary_wire,216966385,216966385,Update,Imported,216966383,unset
edist_primary_wire,396193310,396193310,Update,Imported,396193300,unset
edist_primary_wire,437633887,437633887,Update,Imported,437633875,unset
edist_primary_wire,216966189,216966189,Update,Imported,216966186,unset
edist_primary_wire,216841592,216841592,Update,Imported,216841591,unset
edist_primary_wire,216966386,216966386,Update,Imported,216966383,unset
edist_primary_wire,216840447,216840447,Update,Imported,216840446,unset
edist_primary_wire,216841593,216841593,Update,Imported,216841591,unset
edist_primary_wire,476799936,476799936,Update,Imported,216840168,unset
edist_primary_wire,216840448,216840448,Update,Imported,216840446,unset
edist_primary_wire,216839957,216839957,Update,Imported,216839956,unset
edist_primary_wire,216840017,216840017,Update,Imported,216840014,unset
edist_primary_wire,476799937,476799937,Update,Imported,216840210,unset
edist_primary_wire,216840449,216840449,Update,Imported,216840446,unset
