Table Name,ID,Parent ID,Change Type,Attribute,Original Value,New Value
Cable Segment Delta,527589100,N/A,INSERT,,,
OH Primary,217533238,N/A,UPDATE,installed_length,96,110
OH Primary,217533398,N/A,UPDATE,installed_length,143,142
Cable Segment Delta,527590254,N/A,INSERT,,,
Cable Segment Delta,527589598,N/A,INSERT,,,
Cable Segment Delta,527589630,N/A,INSERT,,,
Cable Segment Delta,527590286,N/A,INSERT,,,
Audit History,165197975,N/A,INSERT,,,
Audit History,165197911,N/A,INSERT,,,
Audit History,165198310,N/A,INSERT,,,
Secondary Open Point,234960306,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 76' 2.18"""
Cable Segment Delta,527589287,N/A,INSERT,,,
Cable Segment Delta,527589319,N/A,INSERT,,,
Cable Segment Delta,527589351,N/A,INSERT,,,
Cable Segment Delta,527588599,N/A,INSERT,,,
Primary Wire,476810354,217518182,UPDATE,phase,C,A
Cable Segment Delta,527589368,N/A,INSERT,,,
Cable Segment Delta,527590024,N/A,INSERT,,,
Cable Segment Delta,527590056,N/A,INSERT,,,
Cable Segment Delta,527590088,N/A,INSERT,,,
Pole,229946404,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Primary Wire,217533708,217533706,UPDATE,status,Existing,Deleted
Cable Segment Delta,527588818,N/A,INSERT,,,
Cable Segment Delta,527588850,N/A,INSERT,,,
Edist Device Feeder,527589570,N/A,INSERT,,,
Pole,230031135,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
OH Primary,217533522,N/A,UPDATE,installed_length,181,166
OH Primary,217533586,N/A,UPDATE,installed_length,35,36
Primary Wire,476810483,217525832,UPDATE,phase,C,A
OH Transformer Bank Unit,381556320,381556301,UPDATE,status,Existing,Deleted
Pole,229946373,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229946373,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 1' 10.38"""
Pole,229946373,N/A,GEOM UPDATE,anno,Unset GEOM,text (2)
Primary Wire,220143873,220143870,UPDATE,phase,C,B
Cable Segment Delta,527588973,N/A,INSERT,,,
Cable Segment Delta,527589005,N/A,INSERT,,,
Pole,118197869,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Cable Segment Delta,527588769,N/A,INSERT,,,
Cable Segment Delta,527588801,N/A,INSERT,,,
Cable Segment Delta,527590307,N/A,INSERT,,,
Cable Segment Delta,527589587,N/A,INSERT,,,
Cable Segment Delta,527590311,N/A,INSERT,,,
Cable Segment Delta,527589591,N/A,INSERT,,,
Cable Segment Delta,527589623,N/A,INSERT,,,
Edist Device Feeder,527590319,N/A,INSERT,,,
Cable Segment Delta,527589503,N/A,INSERT,,,
Cable Segment Delta,527589599,N/A,INSERT,,,
Cable Segment Delta,527589631,N/A,INSERT,,,
Cable Segment Delta,527589288,N/A,INSERT,,,
Cable Segment Delta,527589320,N/A,INSERT,,,
Cable Segment Delta,527589352,N/A,INSERT,,,
Pole,229946315,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Primary Wire,476810356,217518249,UPDATE,phase,A,C
Primary Wire,476810452,217524532,UPDATE,phase,A,B
OH Fuse,156844254,N/A,UPDATE,status,Existing,Deleted
Cable Segment Delta,527590410,N/A,INSERT,,,
Cable Segment Delta,527588755,N/A,INSERT,,,
Cable Segment Delta,527588787,N/A,INSERT,,,
Distributed Generation,527589571,N/A,INSERT,,,
Cable Segment Delta,527588819,N/A,INSERT,,,
OH Primary,118198025,N/A,UPDATE,installed_length,115.1,124
Primary Structure Node,527589742,N/A,INSERT,,,
Primary Structure Node,527589774,N/A,INSERT,,,
OH Fuse Unit,234073661,234073652,UPDATE,status,Existing,Deleted
OH Primary,217533460,N/A,UPDATE,installed_length,85,80
Primary Wire,476810485,217525892,UPDATE,phase,C,A
Primary Wire,476810453,217524532,UPDATE,phase,B,C
Cable Segment Delta,527588910,N/A,INSERT,,,
Cable Segment Delta,527589642,N/A,INSERT,,,
Primary Wire,476810576,217533586,UPDATE,insulation,Unknown,WP
Primary Wire,476810608,217535509,UPDATE,status,Existing,Deleted
Pole,118197839,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
OH Primary,118197967,N/A,UPDATE,installed_length,98.91,90
Cable Segment Delta,527589933,N/A,INSERT,,,
Cable Segment Delta,527589997,N/A,INSERT,,,
Cable Segment Delta,527590093,N/A,INSERT,,,
Cable Segment Delta,527589213,N/A,INSERT,,,
Cable Segment Delta,527590320,N/A,INSERT,,,
Cable Segment Delta,527589321,N/A,INSERT,,,
Cable Segment Delta,527589353,N/A,INSERT,,,
Cable Segment Delta,527588601,N/A,INSERT,,,
Primary Wire,476810454,217524547,UPDATE,status,Existing,Deleted
Cable Segment Delta,527590089,N/A,INSERT,,,
Cable Segment Delta,527590121,N/A,INSERT,,,
Pole,229946472,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Primary Wire,476810577,217533719,UPDATE,status,Existing,Deleted
Cable Segment Delta,527590344,N/A,INSERT,,,
Cable Segment Delta,527588692,N/A,INSERT,,,
Cable Segment Delta,527590376,N/A,INSERT,,,
Electric XY,82994371,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 15' 8.74"""
Primary Wire,476810044,217500425,UPDATE,status,Existing,Deleted
Pole,229946254,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Primary Wire,217533462,217533460,UPDATE,insulation,Unknown,BARE
OH Primary,217533654,N/A,UPDATE,installed_length,100,98
Pole,229946409,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Cable Segment Delta,527589007,N/A,INSERT,,,
Cable Segment Delta,527589039,N/A,INSERT,,,
Cable Segment Delta,527589071,N/A,INSERT,,,
Primary Wire,476810578,217533736,UPDATE,insulation,Unknown,WP
Cable Segment Delta,527589396,N/A,INSERT,,,
Cable Segment Delta,527589428,N/A,INSERT,,,
Cable Segment Delta,527589460,N/A,INSERT,,,
Audit History,165202319,N/A,INSERT,,,
Audit History,165202351,N/A,INSERT,,,
Audit History,165202383,N/A,INSERT,,,
Primary Wire,217533436,217533434,UPDATE,status,Existing,Deleted
Primary Wire,476810045,217500439,UPDATE,status,Existing,Deleted
Primary Wire,476810141,217506166,UPDATE,insulation,Unknown,BARE
Audit History,165198777,N/A,INSERT,,,
Audit History,165199459,N/A,INSERT,,,
Audit History,165197902,N/A,INSERT,,,
Audit History,165197838,N/A,INSERT,,,
Pole,229946287,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Cable Segment Delta,527589290,N/A,INSERT,,,
Cable Segment Delta,527589322,N/A,INSERT,,,
Cable Segment Delta,527589354,N/A,INSERT,,,
Primary Wire,476810296,217515480,UPDATE,insulation,Unknown,BARE
Primary Wire,476810360,217518506,UPDATE,phase,C,A
Primary Wire,476810456,217524562,UPDATE,status,Existing,Deleted
Primary Wire,476810611,217535540,UPDATE,insulation,BARE,WP
Electric XY,82994439,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 1' 3.53"""
Primary Wire,220723284,220723283,UPDATE,status,Existing,Deleted
Cable Segment Delta,527592321,N/A,INSERT,,,
Cable Segment Delta,527592385,N/A,INSERT,,,
Cable Segment Delta,527589310,N/A,INSERT,,,
Cable Segment Delta,527589342,N/A,INSERT,,,
Cable Segment Delta,527589374,N/A,INSERT,,,
Primary Wire,476810238,217510132,UPDATE,insulation,Unknown,BARE
OH Fuse Unit,234073662,234073652,UPDATE,status,Existing,Deleted
Cable Segment Delta,527588895,N/A,INSERT,,,
Pole,230287102,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Primary Wire,476810361,217518520,UPDATE,phase,B,C
Primary Wire,476810457,217524591,UPDATE,phase,A,C
Primary Wire,476810489,217526043,UPDATE,phase,C,B
Cable Segment Delta,527589040,N/A,INSERT,,,
Cable Segment Delta,527589072,N/A,INSERT,,,
Cable Segment Delta,527589104,N/A,INSERT,,,
Cable Segment Delta,527588675,N/A,INSERT,,,
Cable Segment Delta,527588707,N/A,INSERT,,,
OH Switch Unit,527592354,527590397,INSERT,,,
Primary Wire,220723285,220723283,UPDATE,status,Existing,Deleted
Cable Segment Delta,527592322,N/A,INSERT,,,
Cable Segment Delta,527592418,N/A,INSERT,,,
Pole,356994550,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Edist Device Feeder,527590345,N/A,INSERT,,,
Cable Segment Delta,527589497,N/A,INSERT,,,
Cable Segment Delta,527590322,N/A,INSERT,,,
Pole,118197342,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
OH Transformer Bank,235938051,N/A,UPDATE,output_voltage,Unknown,'120/240'
Cable Segment Delta,527589291,N/A,INSERT,,,
Cable Segment Delta,527589323,N/A,INSERT,,,
Cable Segment Delta,527589355,N/A,INSERT,,,
Primary Wire,476810298,217515635,UPDATE,status,Existing,Deleted
Cable Segment Delta,527589210,N/A,INSERT,,,
Cable Segment Delta,527589242,N/A,INSERT,,,
Pole,229946380,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Cable Segment Delta,527592355,N/A,INSERT,,,
Cable Segment Delta,527592387,N/A,INSERT,,,
Audit History,165213857,N/A,INSERT,,,
Cable Segment Delta,527589382,N/A,INSERT,,,
Cable Segment Delta,527589446,N/A,INSERT,,,
OH Primary,118198063,N/A,UPDATE,installed_length,115.1,113
Primary Wire,217533658,217533654,UPDATE,insulation,Unknown,BARE
OH Primary,217533498,N/A,UPDATE,installed_length,109,105
OH Primary,217533562,N/A,UPDATE,installed_length,139,137
Primary Wire,476810363,217519249,UPDATE,phase,A,B
Cable Segment Delta,527588977,N/A,INSERT,,,
Cable Segment Delta,527589009,N/A,INSERT,,,
Cable Segment Delta,527589041,N/A,INSERT,,,
Cable Segment Delta,527589073,N/A,INSERT,,,
Cable Segment Delta,527592356,N/A,INSERT,,,
Cable Segment Delta,527592388,N/A,INSERT,,,
Audit History,165213922,N/A,INSERT,,,
Cable Segment Delta,527589215,N/A,INSERT,,,
Cable Segment Delta,527589247,N/A,INSERT,,,
Cable Segment Delta,527590355,N/A,INSERT,,,
Cable Segment Delta,527589324,N/A,INSERT,,,
Cable Segment Delta,527589356,N/A,INSERT,,,
Cable Segment Delta,527588604,N/A,INSERT,,,
Cable Segment Delta,527588836,N/A,INSERT,,,
OH Primary,118198006,N/A,UPDATE,installed_length,108,94
Audit History,165213859,N/A,INSERT,,,
Cable Segment Delta,527592357,N/A,INSERT,,,
Cable Segment Delta,527592389,N/A,INSERT,,,
Cable Segment Delta,527589479,N/A,INSERT,,,
Cable Segment Delta,527592544,N/A,INSERT,,,
Cable Segment Delta,527592640,N/A,INSERT,,,
Pole,229946324,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Primary Wire,476810301,217515681,UPDATE,insulation,Unknown,BARE
Primary Wire,476810365,217519297,UPDATE,phase,A,B
OH Transformer Bank,235938529,N/A,UPDATE,bank_configuration,'2 Phase Wye/Delta','3 Phase Open Wye/Open Delta'
Primary Wire,476810461,217524801,UPDATE,phase,B,C
OH Primary,217533189,N/A,UPDATE,installed_length,134,132
OH Primary,217533719,N/A,UPDATE,installed_length,141,137
OH Primary,118197879,N/A,UPDATE,calculated_length,213.5,unset
OH Primary,118197879,N/A,UPDATE,installed_length,140.3,74
OH Primary,118197879,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
Primary Structure Node,527592358,N/A,INSERT,,,
Audit History,165213892,N/A,INSERT,,,
Cable Segment Delta,527592390,N/A,INSERT,,,
OH Fuse Unit,234054953,234054945,UPDATE,phase,C,A
Cable Segment Delta,527590292,N/A,INSERT,,,
Edist Device Feeder,527590324,N/A,INSERT,,,
Edist Device Feeder,527590356,N/A,INSERT,,,
OH Primary,527570063,N/A,INSERT,,,
Cable Segment Delta,527592449,N/A,INSERT,,,
Cable Segment Delta,527592481,N/A,INSERT,,,
Cable Segment Delta,527592513,N/A,INSERT,,,
Cable Segment Delta,527592577,N/A,INSERT,,,
Pole,229946261,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Primary Wire,476810494,217526237,UPDATE,phase,C,A
Primary Wire,476810366,217519297,UPDATE,phase,B,C
Primary Wire,476810337,217517417,UPDATE,phase,C,A
Primary Wire,527570816,217410054,INSERT,,,
Primary Wire,527570848,217525922,INSERT,,,
Primary Wire,527570880,217516115,INSERT,,,
Primary Wire,527570912,527570005,INSERT,,,
OH Primary,118197944,N/A,UPDATE,installed_length,114.1,115
Audit History,165213861,N/A,INSERT,,,
Audit History,165213925,N/A,INSERT,,,
Cable Segment Delta,527592641,N/A,INSERT,,,
Cable Segment Delta,527592642,N/A,INSERT,,,
Pole,229946230,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Pole,229946294,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
OH Primary,217533630,N/A,UPDATE,installed_length,122,123
OH Primary,217533694,N/A,UPDATE,installed_length,119,118
Primary Wire,476810303,217515935,UPDATE,insulation,Unknown,BARE
Primary Wire,476810367,217519312,UPDATE,status,Existing,Deleted
Primary Wire,476810463,217524887,UPDATE,phase,A,C
UG Transformer,235937779,N/A,UPDATE,facility_tag_x,901,87
UG Transformer,235937779,N/A,UPDATE,facility_tag_y,701,20
UG Transformer,235937779,N/A,UPDATE,xcel_energy_device_id,3 - 2129 - 901 - 174 - 701,3 - 2129 - 87 - 174 - 20
UG Transformer,235937779,N/A,UPDATE,xcel_energy_field_stencil,901 - 701,87 - 20
Primary Wire,527570817,217409326,INSERT,,,
Primary Wire,527570849,125325592,INSERT,,,
Primary Wire,527570881,217408794,INSERT,,,
Primary Wire,527570913,217409542,INSERT,,,
Cable Segment Delta,527588613,N/A,INSERT,,,
Cable Segment Delta,527588645,N/A,INSERT,,,
Audit History,165213894,N/A,INSERT,,,
Distributed Generation,527589558,N/A,INSERT,,,
Cable Segment Delta,527589430,N/A,INSERT,,,
Edist Device Feeder,527590315,N/A,INSERT,,,
Edist Device Feeder,527590347,N/A,INSERT,,,
Pole,120424261,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
OH Fuse Unit,527590251,527589821,INSERT,,,
Cable Segment Delta,527590357,N/A,INSERT,,,
Cable Segment Delta,527592579,N/A,INSERT,,,
Cable Segment Delta,527592611,N/A,INSERT,,,
Cable Segment Delta,527592643,N/A,INSERT,,,
Area Light,238228067,N/A,UPDATE,photocell_type,Unknown,None
Area Light,238228067,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 27' 10.21"""
Primary Wire,527570818,217409239,INSERT,,,
Primary Wire,527570850,217410112,INSERT,,,
Primary Wire,527570882,220458350,INSERT,,,
Primary Wire,527570914,217524783,INSERT,,,
Cable Segment Delta,527589056,N/A,INSERT,,,
Cable Segment Delta,527589088,N/A,INSERT,,,
Audit History,165213927,N/A,INSERT,,,
Primary Wire,476810462,217524872,UPDATE,phase,A,C
OH Primary,120424422,N/A,UPDATE,installed_length,228.9,142
OH Primary,120424422,N/A,UPDATE,phase_orientation,ABC,CBA
OH Primary,118198133,N/A,UPDATE,installed_length,127.2,141
Cable Segment Delta,527592612,N/A,INSERT,,,
Cable Segment Delta,527592644,N/A,INSERT,,,
OH Fuse,527589838,N/A,INSERT,,,
Primary Wire,527570883,217406415,INSERT,,,
Primary Wire,527570915,217409555,INSERT,,,
Primary Wire,527570819,217409344,INSERT,,,
Primary Wire,527570851,217505842,INSERT,,,
OH Switch Unit,527592362,527590397,INSERT,,,
Cable Segment Delta,527592426,N/A,INSERT,,,
Cable Segment Delta,527590294,N/A,INSERT,,,
OH Primary,527569937,N/A,INSERT,,,
OH Primary,527570097,N/A,INSERT,,,
Cable Segment Delta,527592613,N/A,INSERT,,,
Cable Segment Delta,527592645,N/A,INSERT,,,
Cable Segment Delta,527592677,N/A,INSERT,,,
Audit History,165213955,N/A,INSERT,,,
Pole,230031018,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527592800,N/A,INSERT,,,
Cable Segment Delta,527589996,N/A,INSERT,,,
Cable Segment Delta,527589148,N/A,INSERT,,,
Primary Wire,527570916,527570063,INSERT,,,
Primary Wire,527570820,217524715,INSERT,,,
Primary Wire,527570852,217409028,INSERT,,,
Primary Wire,527570884,527569959,INSERT,,,
Cable Segment Delta,527588806,N/A,INSERT,,,
Cable Segment Delta,527588838,N/A,INSERT,,,
Audit History,165213833,N/A,INSERT,,,
Audit History,165213897,N/A,INSERT,,,
Audit History,165213929,N/A,INSERT,,,
Cable Segment Delta,527592363,N/A,INSERT,,,
Cable Segment Delta,527590156,N/A,INSERT,,,
Cable Segment Delta,527590188,N/A,INSERT,,,
Cable Segment Delta,527590252,N/A,INSERT,,,
OH Primary,118198103,N/A,UPDATE,installed_length,109,111
Cable Segment Delta,527592486,N/A,INSERT,,,
Cable Segment Delta,527592518,N/A,INSERT,,,
Cable Segment Delta,527592614,N/A,INSERT,,,
Cable Segment Delta,527592646,N/A,INSERT,,,
Electric XY,82993975,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 1' 4.45"""
Cable Segment Delta,527592801,N/A,INSERT,,,
Primary Wire,527570853,217526399,INSERT,,,
Primary Wire,527570885,217410943,INSERT,,,
Primary Wire,527570917,217518061,INSERT,,,
Primary Wire,527570821,217524198,INSERT,,,
Cable Segment Delta,527589089,N/A,INSERT,,,
OH Primary,118198541,N/A,UPDATE,calculated_length,181.5,unset
OH Primary,118198541,N/A,UPDATE,installed_length,279.1,79
OH Primary,118198541,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
Pole,230287134,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527590375,N/A,INSERT,,,
Edist Device Feeder,527590343,N/A,INSERT,,,
Cable Segment Delta,527592364,N/A,INSERT,,,
Pole,120423513,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Pole,120423545,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Primary Wire,527570944,527570005,INSERT,,,
Cable Segment Delta,527570976,N/A,INSERT,,,
Primary Wire,118198264,118198251,UPDATE,status,Existing,Deleted
Cable Segment Delta,527590327,N/A,INSERT,,,
Cable Segment Delta,527592583,N/A,INSERT,,,
Cable Segment Delta,527592647,N/A,INSERT,,,
Pole,229946331,N/A,UPDATE,status,Retired,Deleted
OH Fuse,120424484,N/A,UPDATE,facility_tag_x,unset,973
OH Fuse,120424484,N/A,UPDATE,facility_tag_y,unset,241
OH Fuse,120424484,N/A,UPDATE,map_unit_x,unset,2129
OH Fuse,120424484,N/A,UPDATE,map_unit_y,unset,180
OH Primary,527569915,N/A,INSERT,,,
Audit History,165214368,N/A,INSERT,,,
Audit History,165214400,N/A,INSERT,,,
Cable Segment Delta,527592802,N/A,INSERT,,,
Cable Segment Delta,527592930,N/A,INSERT,,,
Primary Wire,527570822,217524364,INSERT,,,
Primary Wire,527570854,527570097,INSERT,,,
Primary Wire,527570886,527569959,INSERT,,,
Primary Wire,527570918,217514975,INSERT,,,
Cable Segment Delta,527589492,N/A,INSERT,,,
Cable Segment Delta,527589588,N/A,INSERT,,,
Cable Segment Delta,527589620,N/A,INSERT,,,
Cable Segment Delta,527589019,N/A,INSERT,,,
Cable Segment Delta,527589051,N/A,INSERT,,,
Cable Segment Delta,527592365,N/A,INSERT,,,
Audit History,165213835,N/A,INSERT,,,
Primary Wire,527570945,217408354,INSERT,,,
Cable Segment Delta,527592456,N/A,INSERT,,,
Cable Segment Delta,527592648,N/A,INSERT,,,
Cable Segment Delta,527590141,N/A,INSERT,,,
Audit History,165214337,N/A,INSERT,,,
Audit History,165214433,N/A,INSERT,,,
Primary Structure Node,527592867,N/A,INSERT,,,
Primary Wire,527570855,527570097,INSERT,,,
Primary Wire,527570887,527570111,INSERT,,,
Primary Wire,527570919,219605343,INSERT,,,
Primary Wire,527570791,217406634,INSERT,,,
Cable Segment Delta,527588839,N/A,INSERT,,,
Primary Structure Node,527592366,N/A,INSERT,,,
OH Transformer Bank,235937940,N/A,UPDATE,phase_designation,B,C
Cable Segment Delta,527589533,N/A,INSERT,,,
Cable Segment Delta,527589565,N/A,INSERT,,,
Primary Wire,118198266,118198251,UPDATE,status,Existing,Deleted
Cable Segment Delta,527590264,N/A,INSERT,,,
Pole,229946419,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527592649,N/A,INSERT,,,
Audit History,165213985,N/A,INSERT,,,
Pole,229946301,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Audit History,165214370,N/A,INSERT,,,
Cable Segment Delta,527589245,N/A,INSERT,,,
Cable Segment Delta,527589277,N/A,INSERT,,,
Primary Wire,527570920,527569991,INSERT,,,
Primary Wire,527570792,217519205,INSERT,,,
Primary Wire,527570824,217409195,INSERT,,,
Cable Segment Delta,527589090,N/A,INSERT,,,
OH Primary,217406505,N/A,UPDATE,installed_length,122,120
OH Primary,217406505,N/A,UPDATE,phase_orientation,CBA,ABC
Audit History,165213837,N/A,INSERT,,,
Audit History,165213901,N/A,INSERT,,,
Audit History,165213933,N/A,INSERT,,,
Pole,120424236,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Primary Wire,527570947,217408710,INSERT,,,
OH Primary,118198171,N/A,UPDATE,installed_length,126.2,119
Cable Segment Delta,527592458,N/A,INSERT,,,
Cable Segment Delta,527592650,N/A,INSERT,,,
Cable Segment Delta,527592581,N/A,INSERT,,,
Pole,229946366,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
OH Primary,217406415,N/A,UPDATE,installed_length,94,159
OH Primary,217406415,N/A,UPDATE,phase_orientation,CBA,ABC
Cable Segment Delta,527592933,N/A,INSERT,,,
Audit History,165214339,N/A,INSERT,,,
Pole,230030935,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,230030967,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Primary Wire,527570793,220458252,INSERT,,,
OH Primary,217406634,N/A,UPDATE,installed_length,191,186
OH Primary,217406634,N/A,UPDATE,phase_orientation,CBA,ABC
Cable Segment Delta,527592960,N/A,INSERT,,,
Cable Segment Delta,527589624,N/A,INSERT,,,
Primary Wire,527570948,527569973,INSERT,,,
Cable Segment Delta,527590297,N/A,INSERT,,,
Cable Segment Delta,527590329,N/A,INSERT,,,
Primary Wire,118198268,118198251,UPDATE,status,Existing,Deleted
Cable Segment Delta,527592491,N/A,INSERT,,,
Cable Segment Delta,527592523,N/A,INSERT,,,
Audit History,165213961,N/A,INSERT,,,
Pole,230030140,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
OH Primary,217406469,N/A,UPDATE,installed_length,139,136
Audit History,165214372,N/A,INSERT,,,
Audit History,165214404,N/A,INSERT,,,
Audit History,165214436,N/A,INSERT,,,
Primary Wire,527570890,217533486,INSERT,,,
Primary Wire,527570858,217408969,INSERT,,,
Primary Wire,527570922,527569951,INSERT,,,
Pole,229946458,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Cable Segment Delta,527588712,N/A,INSERT,,,
Cable Segment Delta,527588744,N/A,INSERT,,,
Cable Segment Delta,527592961,N/A,INSERT,,,
Cable Segment Delta,527592401,N/A,INSERT,,,
Audit History,165213839,N/A,INSERT,,,
Audit History,165213871,N/A,INSERT,,,
Primary Wire,527570949,217506152,INSERT,,,
Cable Segment Delta,527590318,N/A,INSERT,,,
Primary Wire,221299505,221299503,UPDATE,insulation,'N/A',BARE
Cable Segment Delta,527592460,N/A,INSERT,,,
Cable Segment Delta,527571296,N/A,INSERT,,,
Cable Segment Delta,527571328,N/A,INSERT,,,
Cable Segment Delta,527571392,N/A,INSERT,,,
OH Transformer Bank,527571200,N/A,INSERT,,,
Audit History,165214341,N/A,INSERT,,,
Cable Segment Delta,527592807,N/A,INSERT,,,
Cable Segment Delta,527592903,N/A,INSERT,,,
Pole,358814784,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Primary Wire,527570923,527570097,INSERT,,,
Primary Wire,527570795,217410017,INSERT,,,
Primary Wire,527570827,217514742,INSERT,,,
Recloser Bank Unit,527590373,475525644,INSERT,,,
Edist Device Feeder,527590341,N/A,INSERT,,,
OH Switch Unit,527592370,527590409,INSERT,,,
Edist Device Feeder,527593058,N/A,INSERT,,,
Cable Segment Delta,527592962,N/A,INSERT,,,
Primary Wire,527570950,217518381,INSERT,,,
OH Fuse,234054965,N/A,UPDATE,phase_designation,B,C
OH Fuse,234054965,N/A,UPDATE,normal_position,NCN,NNC
Sectionalizer Bank Unit,527590394,527590377,INSERT,,,
Cable Segment Delta,527590170,N/A,INSERT,,,
Pole,75763552,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165213963,N/A,INSERT,,,
Edist Device Feeder,527571265,N/A,INSERT,,,
Cable Segment Delta,527571201,N/A,INSERT,,,
Cable Segment Delta,527571233,N/A,INSERT,,,
Cable Segment Delta,527571297,N/A,INSERT,,,
Audit History,165214374,N/A,INSERT,,,
Audit History,165214406,N/A,INSERT,,,
Cable Segment Delta,527592428,N/A,INSERT,,,
Primary Wire,527570828,217510513,INSERT,,,
Primary Wire,527570860,217524421,INSERT,,,
Primary Wire,527570892,217518823,INSERT,,,
Primary Wire,527570924,527569951,INSERT,,,
Cable Segment Delta,527592371,N/A,INSERT,,,
Cable Segment Delta,527592435,N/A,INSERT,,,
Audit History,165213841,N/A,INSERT,,,
Audit History,165213873,N/A,INSERT,,,
Primary Wire,527570951,217510103,INSERT,,,
OH Primary,120424011,N/A,UPDATE,installed_length,100.1,107
OH Primary,120424139,N/A,UPDATE,installed_length,189.3,200
Cable Segment Delta,527592462,N/A,INSERT,,,
Audit History,165213957,N/A,INSERT,,,
Audit History,165213989,N/A,INSERT,,,
Cable Segment Delta,527571298,N/A,INSERT,,,
Cable Segment Delta,527571330,N/A,INSERT,,,
Cable Segment Delta,527571394,N/A,INSERT,,,
Pole,230032513,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527589424,N/A,INSERT,,,
OH Primary,118198298,N/A,UPDATE,calculated_length,225.1,129.6
OH Primary,118198298,N/A,UPDATE,installed_length,130.2,125
OH Primary,118198298,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
OH Primary,217406323,N/A,UPDATE,installed_length,226,227
Cable Segment Delta,527592745,N/A,INSERT,,,
Cable Segment Delta,527592809,N/A,INSERT,,,
Audit History,165214343,N/A,INSERT,,,
Audit History,165214439,N/A,INSERT,,,
Primary Wire,527570797,217524053,INSERT,,,
Primary Wire,527570829,217516370,INSERT,,,
Cable Segment Delta,527588841,N/A,INSERT,,,
Cable Segment Delta,527593028,N/A,INSERT,,,
Cable Segment Delta,527592372,N/A,INSERT,,,
Cable Segment Delta,527592964,N/A,INSERT,,,
Cable Segment Delta,527592996,N/A,INSERT,,,
Primary Wire,527570952,217516034,INSERT,,,
Edist Device Feeder,527571176,N/A,INSERT,,,
Pole,120424273,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Cable Segment Delta,527590171,N/A,INSERT,,,
Cable Segment Delta,527590203,N/A,INSERT,,,
Audit History,165213987,N/A,INSERT,,,
Cable Segment Delta,527571299,N/A,INSERT,,,
Cable Segment Delta,527571331,N/A,INSERT,,,
Cable Segment Delta,527571363,N/A,INSERT,,,
Cable Segment Delta,527571395,N/A,INSERT,,,
Cable Segment Delta,527592906,N/A,INSERT,,,
Audit History,165213899,N/A,INSERT,,,
Audit History,165213931,N/A,INSERT,,,
Audit History,165214376,N/A,INSERT,,,
Primary Wire,527570798,217415753,INSERT,,,
Primary Wire,527570830,217516358,INSERT,,,
Primary Wire,527570862,527570049,INSERT,,,
Primary Wire,527570894,217518724,INSERT,,,
Cable Segment Delta,527589028,N/A,INSERT,,,
