Table Name,ID,Parent ID,Change Type,Attribute,Original Value,New Value
Pole,230005677,N/A,UPDATE,framing_type,Unknown,Double Circuit Horizontal Parallel
Pole,230004989,N/A,UPDATE,framing_type,Unknown,Double Circuit Horizontal Parallel
Audit History,165197561,N/A,INSERT,,,
Pole,230005016,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Audit History,165206889,N/A,INSERT,,,
Audit History,165206921,N/A,INSERT,,,
Pole,229929900,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
OH Primary,217410489,N/A,UPDATE,calculated_length,93.15,94.44
OH Primary,217410489,N/A,UPDATE,installed_length,94,88
OH Primary,217410489,N/A,UPDATE,phase_designation,A,B
OH Primary,217410489,N/A,UPDATE,phase_orientation,A,B
OH Primary,217410489,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
OH Primary,217411209,N/A,UPDATE,installed_length,153,150
Pole,231246920,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Audit History,165207359,N/A,INSERT,,,
Audit History,165206377,N/A,INSERT,,,
Audit History,165206505,N/A,INSERT,,,
OH Primary,217525761,N/A,UPDATE,installed_length,126,124
Pole,230005742,N/A,UPDATE,framing_type,Unknown,Vertical Triangular Neutral Low
Audit History,165207076,N/A,INSERT,,,
Audit History,165207140,N/A,INSERT,,,
Audit History,165207236,N/A,INSERT,,,
OH Primary,475800198,N/A,UPDATE,phase_orientation,ABC,CBA
OH Transformer Bank,236009544,N/A,UPDATE,bank_configuration,'2 Phase Wye/Delta','3 Phase Open Wye/Open Delta'
Audit History,165198566,N/A,INSERT,,,
OH Transformer Bank,235890321,N/A,UPDATE,status,Existing,Deleted
OH Transformer Bank,381556301,N/A,UPDATE,status,Existing,Deleted
OH Transformer Bank,381556301,N/A,UPDATE,bank_size,0,25
Audit History,165197724,N/A,INSERT,,,
Audit History,165197756,N/A,INSERT,,,
Pole,230005712,N/A,UPDATE,status,Retired,Deleted
Audit History,165207045,N/A,INSERT,,,
Audit History,165207109,N/A,INSERT,,,
Audit History,165198075,N/A,INSERT,,,
Audit History,165197915,N/A,INSERT,,,
Audit History,165197082,N/A,INSERT,,,
Audit History,165197178,N/A,INSERT,,,
Audit History,165197652,N/A,INSERT,,,
Audit History,165197684,N/A,INSERT,,,
Audit History,165197716,N/A,INSERT,,,
Primary Wire,217525986,217525983,UPDATE,phase,C,B
Primary Wire,217525954,217525951,UPDATE,phase,C,B
Pole,230005521,N/A,UPDATE,framing_type,Unknown,Double Circuit Horizontal Parallel
Pole,73168029,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
OH Primary,219605343,N/A,UPDATE,installed_length,74,73
OH Primary,219605343,N/A,UPDATE,phase_orientation,ABC,CBA
Pole,73168627,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Pole,230005586,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
OH Transformer Bank,235955394,N/A,UPDATE,status,Existing,Deleted
Audit History,165206454,N/A,INSERT,,,
Audit History,165206486,N/A,INSERT,,,
Audit History,165206518,N/A,INSERT,,,
Audit History,165202213,N/A,INSERT,,,
Audit History,165202245,N/A,INSERT,,,
Audit History,165197933,N/A,INSERT,,,
Audit History,165197943,N/A,INSERT,,,
Audit History,165203962,N/A,INSERT,,,
Audit History,165204682,N/A,INSERT,,,
Pole,230005496,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,230005747,N/A,UPDATE,status,Retired,Deleted
OH Transformer Bank,235890229,N/A,UPDATE,phase_designation,C,B
Pole,230005401,N/A,UPDATE,framing_type,Unknown,Double Circuit Horizontal Parallel
Audit History,165201808,N/A,INSERT,,,
Audit History,165201840,N/A,INSERT,,,
Audit History,165198932,N/A,INSERT,,,
Audit History,165198996,N/A,INSERT,,,
Audit History,165199028,N/A,INSERT,,,
Audit History,165199060,N/A,INSERT,,,
Audit History,165197247,N/A,INSERT,,,
Audit History,165199020,N/A,INSERT,,,
Audit History,165199084,N/A,INSERT,,,
Audit History,165206989,N/A,INSERT,,,
Pole,73166589,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Audit History,165207009,N/A,INSERT,,,
Audit History,165206849,N/A,INSERT,,,
Audit History,165206881,N/A,INSERT,,,
OH Primary,73169287,N/A,UPDATE,installed_length,127,128
Pole,230005622,N/A,UPDATE,framing_type,Unknown,Double Circuit Horizontal Parallel
Pole,230005654,N/A,UPDATE,framing_type,Unknown,Double Circuit Horizontal Parallel
Audit History,165207144,N/A,INSERT,,,
OH Primary,217526399,N/A,UPDATE,installed_length,170,168
OH Primary,217526399,N/A,UPDATE,phase_orientation,ACB,CAB
Primary Wire,103043168,103043138,UPDATE,phase,C,A
OH Primary,73169256,N/A,UPDATE,installed_length,80,92
Audit History,165206830,N/A,INSERT,,,
Audit History,165198714,N/A,INSERT,,,
Audit History,165198810,N/A,INSERT,,,
OH Transformer Bank,236009303,N/A,UPDATE,bank_configuration,'2 Phase Wye/Delta','3 Phase Open Wye/Open Delta'
Audit History,165204273,N/A,INSERT,,,
Audit History,165204337,N/A,INSERT,,,
Audit History,165204401,N/A,INSERT,,,
Pole,230005501,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Primary,73169225,N/A,UPDATE,installed_length,200,201
OH Transformer Bank,235890015,N/A,UPDATE,phase_designation,B,C
Audit History,165207081,N/A,INSERT,,,
Audit History,165207209,N/A,INSERT,,,
Audit History,165207241,N/A,INSERT,,,
OH Transformer Bank Unit,235955491,235955478,UPDATE,status,Existing,Deleted
Audit History,165198159,N/A,INSERT,,,
Audit History,165198223,N/A,INSERT,,,
Audit History,165198642,N/A,INSERT,,,
Audit History,165203836,N/A,INSERT,,,
OH Primary,103043138,N/A,UPDATE,installed_length,50,66
Audit History,165207023,N/A,INSERT,,,
Audit History,165206863,N/A,INSERT,,,
Audit History,165206895,N/A,INSERT,,,
Audit History,165206445,N/A,INSERT,,,
Audit History,165206490,N/A,INSERT,,,
OH Transformer Bank Unit,235890332,235890321,UPDATE,status,Existing,Deleted
OH Transformer Bank,235890300,N/A,UPDATE,status,Existing,Deleted
Audit History,165199872,N/A,INSERT,,,
Primary Structure Node,94867582,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 31' 1.73"""
Pole,230005531,N/A,UPDATE,framing_type,Unknown,Double Circuit Triangular Neutral Low
Pole,230005595,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Pole,73169106,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Audit History,165198570,N/A,INSERT,,,
Audit History,165202530,N/A,INSERT,,,
OH Primary,217533303,N/A,UPDATE,installed_length,32,58
UG Transformer,237430135,N/A,UPDATE,facility_tag_x,986,978
UG Transformer,237430135,N/A,UPDATE,facility_tag_y,957,969
UG Transformer,237430135,N/A,UPDATE,xcel_energy_device_id, - 2130 - 986 - 179 - 957,3 - 2130 - 978 - 179 - 969
UG Transformer,237430135,N/A,UPDATE,xcel_energy_field_stencil,986 - 957,978 - 969
Primary Structure Node,94867802,N/A,UPDATE,electric_xy_id,82994471,83791326
OH Transformer Bank,427747834,N/A,UPDATE,phase_designation,A,B
OH Transformer Bank,235955874,N/A,UPDATE,bank_configuration,'3 Phase Wye/Wye','3 Phase Wye/Delta'
OH Transformer Bank,235955874,N/A,UPDATE,output_voltage,Unknown,'120/240'
Audit History,165205566,N/A,INSERT,,,
Audit History,165205598,N/A,INSERT,,,
OH Transformer Bank Unit,235955405,235955394,UPDATE,status,Existing,Deleted
Pole,230005848,N/A,UPDATE,status,Retired,Deleted
Sectionalizer Bank Unit,476893283,234480308,UPDATE,status,Existing,Deleted
Pole,230005566,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Audit History,165199814,N/A,INSERT,,,
Audit History,165207180,N/A,INSERT,,,
Audit History,165207276,N/A,INSERT,,,
OH Primary,73166652,N/A,UPDATE,installed_length,81,80
Audit History,165198739,N/A,INSERT,,,
Audit History,165198771,N/A,INSERT,,,
Audit History,165198797,N/A,INSERT,,,
Audit History,165198829,N/A,INSERT,,,
Pole,230990768,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Primary,73168718,N/A,UPDATE,installed_length,84,81
OH Primary,73168718,N/A,UPDATE,phase_orientation,ACB,AC
Pole,230005631,N/A,UPDATE,framing_type,Unknown,Double Circuit Horizontal Parallel
Pole,230005663,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Primary,217510115,N/A,UPDATE,installed_length,192,110
Audit History,165206962,N/A,INSERT,,,
Audit History,165206994,N/A,INSERT,,,
Audit History,165200001,N/A,INSERT,,,
Audit History,165207053,N/A,INSERT,,,
OH Transformer Bank,236009675,N/A,UPDATE,bank_configuration,'3 Phase Wye/Delta','3 Phase Wye/Wye'
Primary Wire,217510117,217510115,UPDATE,status,Existing,Deleted
Audit History,165199436,N/A,INSERT,,,
Audit History,165199500,N/A,INSERT,,,
Audit History,165199564,N/A,INSERT,,,
Audit History,165199596,N/A,INSERT,,,
Audit History,165206917,N/A,INSERT,,,
Audit History,165206949,N/A,INSERT,,,
Audit History,165207013,N/A,INSERT,,,
Audit History,165206462,N/A,INSERT,,,
Audit History,165198793,N/A,INSERT,,,
Audit History,165198825,N/A,INSERT,,,
Audit History,165198697,N/A,INSERT,,,
Audit History,165198009,N/A,INSERT,,,
OH Primary,217510145,N/A,UPDATE,installed_length,150,146
Audit History,165207200,N/A,INSERT,,,
Audit History,165207232,N/A,INSERT,,,
OH Transformer Bank,235955971,N/A,UPDATE,bank_configuration,'2 Phase Wye/Delta','3 Phase Open Wye/Open Delta'
Audit History,165197624,N/A,INSERT,,,
Audit History,165197656,N/A,INSERT,,,
Audit History,165197688,N/A,INSERT,,,
Audit History,165198278,N/A,INSERT,,,
Primary Wire,220458353,220458350,UPDATE,status,Existing,Deleted
Pole,73169114,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
OH Primary,217510338,N/A,UPDATE,installed_length,148,136
OH Primary,218322852,N/A,UPDATE,installed_length,80,79
Pole,230029184,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165207279,N/A,INSERT,,,
OH Transformer Bank,235955631,N/A,UPDATE,facility_tag_x,20,46
OH Transformer Bank,235955631,N/A,UPDATE,facility_tag_y,19,900
OH Transformer Bank,235955631,N/A,UPDATE,xcel_energy_device_id,3 - 0 - 20 - 0 - 19,3 - 0 - 046 - 0 - 900
OH Transformer Bank,235955631,N/A,UPDATE,xcel_energy_field_stencil,20 - 19,046 - 900
Audit History,165199250,N/A,INSERT,,,
Audit History,165199346,N/A,INSERT,,,
Audit History,165200066,N/A,INSERT,,,
OH Primary,221586290,N/A,UPDATE,installed_length,63.57,61
OH Transformer Bank,88812898,N/A,UPDATE,phase_designation,B,C
Primary Structure Node,94868878,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 27' 10.21"""
Cable Segment Delta,527588580,N/A,INSERT,,,
Audit History,165197965,N/A,INSERT,,,
OH Transformer Bank,236009376,N/A,UPDATE,bank_configuration,'2 Phase Wye/Delta','3 Phase Open Wye/Open Delta'
OH Primary,218322919,N/A,UPDATE,installed_length,163,165
Cable Segment Delta,527588581,N/A,INSERT,,,
Cable Segment Delta,527588608,N/A,INSERT,,,
Cable Segment Delta,527588640,N/A,INSERT,,,
Cable Segment Delta,527588672,N/A,INSERT,,,
Cable Segment Delta,527588704,N/A,INSERT,,,
OH Primary,218322824,N/A,UPDATE,installed_length,127,124
OH Transformer Bank,235955789,N/A,UPDATE,output_voltage,Unknown,'120/240'
Audit History,165198201,N/A,INSERT,,,
Audit History,165198233,N/A,INSERT,,,
OH Primary,217510529,N/A,UPDATE,installed_length,194,195
Sectionalizer Bank Unit,234480321,234480308,UPDATE,status,Existing,Deleted
Cable Segment Delta,527588582,N/A,INSERT,,,
Primary Structure Node,94869286,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 9' 0.68"""
Cable Segment Delta,527588609,N/A,INSERT,,,
Cable Segment Delta,527588641,N/A,INSERT,,,
Cable Segment Delta,527588673,N/A,INSERT,,,
Cable Segment Delta,527588705,N/A,INSERT,,,
OH Primary,218322889,N/A,UPDATE,installed_length,158,156
Pole,230029285,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Transformer Bank,235956105,N/A,UPDATE,bank_configuration,'2 Phase Wye/Delta','3 Phase Open Wye/Open Delta'
OH Transformer Bank,235956105,N/A,UPDATE,phase_designation,BC,AC
Cable Segment Delta,527588583,N/A,INSERT,,,
Cable Segment Delta,527588610,N/A,INSERT,,,
Cable Segment Delta,527588642,N/A,INSERT,,,
Cable Segment Delta,527588674,N/A,INSERT,,,
Cable Segment Delta,527588706,N/A,INSERT,,,
OH Transformer Bank,235955855,N/A,UPDATE,bank_configuration,'3 Phase Wye/Delta','3 Phase Wye/Wye'
OH Transformer Bank,235956042,N/A,UPDATE,facility_tag_x,79,82
OH Transformer Bank,235956042,N/A,UPDATE,facility_tag_y,13,14
OH Transformer Bank,235956042,N/A,UPDATE,xcel_energy_device_id,3 - 0 - 79 - 0 - 13,3 - 0 - 82 - 0 - 14
OH Transformer Bank,235956042,N/A,UPDATE,xcel_energy_field_stencil,79 - 13,82 - 14
Audit History,165207218,N/A,INSERT,,,
Audit History,165207282,N/A,INSERT,,,
Cable Segment Delta,527588584,N/A,INSERT,,,
Cable Segment Delta,527588739,N/A,INSERT,,,
Cable Segment Delta,527588771,N/A,INSERT,,,
Cable Segment Delta,527588803,N/A,INSERT,,,
Cable Segment Delta,527588835,N/A,INSERT,,,
Primary Wire,218322891,218322889,UPDATE,status,Existing,Deleted
OH Primary,218322795,N/A,UPDATE,installed_length,83,82
Cable Segment Delta,527588585,N/A,INSERT,,,
OH Transformer Bank,235955478,N/A,UPDATE,status,Existing,Deleted
Cable Segment Delta,527588612,N/A,INSERT,,,
Cable Segment Delta,527588644,N/A,INSERT,,,
Cable Segment Delta,527588676,N/A,INSERT,,,
Cable Segment Delta,527588708,N/A,INSERT,,,
Primary Wire,217510533,217510529,UPDATE,insulation,Unknown,BARE
OH Primary,217510501,N/A,UPDATE,installed_length,141,140
Cable Segment Delta,527588586,N/A,INSERT,,,
Cable Segment Delta,527588677,N/A,INSERT,,,
Cable Segment Delta,527588709,N/A,INSERT,,,
Cable Segment Delta,527588741,N/A,INSERT,,,
Cable Segment Delta,527588773,N/A,INSERT,,,
Primary Wire,218322797,218322795,UPDATE,status,Existing,Deleted
Pole,103043126,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Cable Segment Delta,527588864,N/A,INSERT,,,
Cable Segment Delta,527588896,N/A,INSERT,,,
Audit History,165198905,N/A,INSERT,,,
Audit History,165198197,N/A,INSERT,,,
Audit History,165198229,N/A,INSERT,,,
Cable Segment Delta,527588587,N/A,INSERT,,,
Pole,230029348,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,230029380,N/A,UPDATE,framing_type,Unknown,Double Circuit Horizontal Parallel
Cable Segment Delta,527588614,N/A,INSERT,,,
Cable Segment Delta,527588646,N/A,INSERT,,,
Audit History,165207033,N/A,INSERT,,,
Cable Segment Delta,527588678,N/A,INSERT,,,
OH Primary,217510252,N/A,UPDATE,installed_length,138,132
Cable Segment Delta,527588865,N/A,INSERT,,,
Cable Segment Delta,527588897,N/A,INSERT,,,
Cable Segment Delta,527588929,N/A,INSERT,,,
Pole,230029258,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527588588,N/A,INSERT,,,
Cable Segment Delta,527588615,N/A,INSERT,,,
Cable Segment Delta,527588647,N/A,INSERT,,,
Cable Segment Delta,527588679,N/A,INSERT,,,
Cable Segment Delta,527588711,N/A,INSERT,,,
Primary Wire,217510253,217510252,UPDATE,phase,A,B
Pole,230029728,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
OH Primary,217510157,N/A,UPDATE,installed_length,187,184
Cable Segment Delta,527588866,N/A,INSERT,,,
Cable Segment Delta,527588898,N/A,INSERT,,,
Cable Segment Delta,527588930,N/A,INSERT,,,
Cable Segment Delta,527588962,N/A,INSERT,,,
Cable Segment Delta,527588589,N/A,INSERT,,,
OH Transformer Bank,235956266,N/A,UPDATE,phase_designation,B,A
Cable Segment Delta,527588840,N/A,INSERT,,,
Cable Segment Delta,527588616,N/A,INSERT,,,
Cable Segment Delta,527588648,N/A,INSERT,,,
Cable Segment Delta,527588680,N/A,INSERT,,,
Primary Wire,217510254,217510252,UPDATE,phase,B,C
Distributed Generation,439187123,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 9' 7.90"""
Distributed Generation,439187123,N/A,GEOM UPDATE,primary_connection,chain (1),"chain (2) - Length Changed 5' 5.18"""
Distributed Generation,439187123,N/A,GEOM UPDATE,secondary_connection,chain (1),chain (2) - Length Changed  < 1cm
OH Transformer Bank,235955925,N/A,UPDATE,output_voltage,Unknown,'120/240'
Cable Segment Delta,527589059,N/A,INSERT,,,
Cable Segment Delta,527589091,N/A,INSERT,,,
Cable Segment Delta,527588867,N/A,INSERT,,,
Cable Segment Delta,527588899,N/A,INSERT,,,
Cable Segment Delta,527588590,N/A,INSERT,,,
Audit History,165207093,N/A,INSERT,,,
Audit History,165207189,N/A,INSERT,,,
Pole,230029479,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
OH Primary,217510132,N/A,UPDATE,installed_length,47,110
Cable Segment Delta,527588617,N/A,INSERT,,,
Cable Segment Delta,527588649,N/A,INSERT,,,
Cable Segment Delta,527588681,N/A,INSERT,,,
Cable Segment Delta,527588713,N/A,INSERT,,,
Primary Wire,217510255,217510252,UPDATE,phase,C,A
Cable Segment Delta,527588868,N/A,INSERT,,,
Cable Segment Delta,527588900,N/A,INSERT,,,
Cable Segment Delta,527588932,N/A,INSERT,,,
Cable Segment Delta,527588964,N/A,INSERT,,,
Primary Wire,476808289,217365808,UPDATE,phase,B,C
OH Transformer Bank,235956017,N/A,UPDATE,bank_configuration,'3 Phase Wye/Delta','3 Phase Wye/Wye'
OH Transformer Bank,235956017,N/A,UPDATE,facility_tag_x,80,82
OH Transformer Bank,235956017,N/A,UPDATE,facility_tag_y,14,17
OH Transformer Bank,235956017,N/A,UPDATE,xcel_energy_device_id,3 - 0 - 80 - 0 - 14,3 - 0 - 82 - 0 - 17
OH Transformer Bank,235956017,N/A,UPDATE,xcel_energy_field_stencil,80 - 14,82 - 17
Cable Segment Delta,527588591,N/A,INSERT,,,
Pole,230029448,N/A,UPDATE,framing_type,Unknown,Vertical Triangular Neutral Low
Pole,230029512,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,230029544,N/A,UPDATE,framing_type,Unknown,Vertical Triangular Neutral High
Cable Segment Delta,527588618,N/A,INSERT,,,
Cable Segment Delta,527588650,N/A,INSERT,,,
Cable Segment Delta,527588682,N/A,INSERT,,,
Cable Segment Delta,527588714,N/A,INSERT,,,
Cable Segment Delta,527588869,N/A,INSERT,,,
Cable Segment Delta,527588901,N/A,INSERT,,,
Cable Segment Delta,527588933,N/A,INSERT,,,
Cable Segment Delta,527588965,N/A,INSERT,,,
Pole,230029294,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527589120,N/A,INSERT,,,
Cable Segment Delta,527589152,N/A,INSERT,,,
Cable Segment Delta,527589184,N/A,INSERT,,,
Cable Segment Delta,527589216,N/A,INSERT,,,
Pole,230286498,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527588811,N/A,INSERT,,,
Cable Segment Delta,527588843,N/A,INSERT,,,
Cable Segment Delta,527588619,N/A,INSERT,,,
Cable Segment Delta,527588651,N/A,INSERT,,,
Primary Wire,103043164,103043138,UPDATE,phase,A,C
OH Primary,217510225,N/A,UPDATE,calculated_length,192.2,206.6
OH Primary,217510225,N/A,UPDATE,installed_length,194,190
OH Primary,217510225,N/A,GEOM UPDATE,route,chain (1),"chain (2) - Length Changed 14' 3.66"""
OH Transformer Bank,235955768,N/A,GEOM UPDATE,actual_location,point (1),"point (2) - Moved 94' 7.49"""
OH Transformer Bank,235955768,N/A,GEOM UPDATE,bank_phasing_text,simple_point (1),"simple_point (2) - Moved 91' 4.65"""
OH Transformer Bank,235955768,N/A,GEOM UPDATE,secondary_connection,chain (1),chain (2) - Length Changed  < 1cm
OH Transformer Bank,235955768,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 91' 4.65"""
OH Transformer Bank,235955768,N/A,GEOM UPDATE,config_text,simple_point (1),"simple_point (2) - Moved 91' 4.65"""
Cable Segment Delta,527588934,N/A,INSERT,,,
Cable Segment Delta,527588966,N/A,INSERT,,,
Cable Segment Delta,527588998,N/A,INSERT,,,
Cable Segment Delta,527589030,N/A,INSERT,,,
Cable Segment Delta,527588593,N/A,INSERT,,,
Cable Segment Delta,527589121,N/A,INSERT,,,
Cable Segment Delta,527589153,N/A,INSERT,,,
Cable Segment Delta,527589185,N/A,INSERT,,,
OH Primary,217510103,N/A,UPDATE,installed_length,37,38
Cable Segment Delta,527588748,N/A,INSERT,,,
Cable Segment Delta,527588780,N/A,INSERT,,,
Cable Segment Delta,527588812,N/A,INSERT,,,
Cable Segment Delta,527588844,N/A,INSERT,,,
OH Transformer Bank Unit,88812912,88812898,UPDATE,phase,B,C
OH Primary,218322836,N/A,UPDATE,installed_length,163,160
Cable Segment Delta,527589095,N/A,INSERT,,,
Cable Segment Delta,527588871,N/A,INSERT,,,
Cable Segment Delta,527588903,N/A,INSERT,,,
Cable Segment Delta,527588935,N/A,INSERT,,,
Pole,230029824,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,230029824,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 1' 0.36"""
Cable Segment Delta,527589122,N/A,INSERT,,,
Cable Segment Delta,527589154,N/A,INSERT,,,
Cable Segment Delta,527589186,N/A,INSERT,,,
Cable Segment Delta,527589250,N/A,INSERT,,,
Cable Segment Delta,527588621,N/A,INSERT,,,
Cable Segment Delta,527588653,N/A,INSERT,,,
Cable Segment Delta,527588685,N/A,INSERT,,,
Primary Wire,218322933,218322931,UPDATE,status,Existing,Deleted
Pole,230029798,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527588872,N/A,INSERT,,,
Cable Segment Delta,527588904,N/A,INSERT,,,
Cable Segment Delta,527588936,N/A,INSERT,,,
Cable Segment Delta,527588968,N/A,INSERT,,,
Cable Segment Delta,527589251,N/A,INSERT,,,
Cable Segment Delta,527589283,N/A,INSERT,,,
Cable Segment Delta,527589315,N/A,INSERT,,,
Cable Segment Delta,527589347,N/A,INSERT,,,
Pole,230029484,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,230029484,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 27' 10.21"""
Pole,230029484,N/A,GEOM UPDATE,anno,Unset GEOM,text (2)
Cable Segment Delta,527588654,N/A,INSERT,,,
Cable Segment Delta,527588686,N/A,INSERT,,,
Cable Segment Delta,527588718,N/A,INSERT,,,
Cable Segment Delta,527588750,N/A,INSERT,,,
Pole,230286656,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527588873,N/A,INSERT,,,
Cable Segment Delta,527588905,N/A,INSERT,,,
Cable Segment Delta,527588937,N/A,INSERT,,,
Cable Segment Delta,527588969,N/A,INSERT,,,
Pole,230029922,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Fuse,103043386,N/A,UPDATE,facility_tag_x,unset,897
OH Fuse,103043386,N/A,UPDATE,facility_tag_y,unset,27
OH Fuse,103043386,N/A,UPDATE,map_unit_x,unset,2130
OH Fuse,103043386,N/A,UPDATE,map_unit_y,unset,177
OH Fuse,103043386,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 8' 5.23"""
OH Primary,217526025,N/A,UPDATE,installed_length,119,117
OH Primary,217526025,N/A,UPDATE,phase_orientation,ACB,CAB
OH Primary,217526089,N/A,UPDATE,installed_length,220,120
OH Primary,217526089,N/A,UPDATE,phase_orientation,ACB,CAB
OH Transformer Bank Unit,235956118,235956105,UPDATE,phase,C,A
Cable Segment Delta,527588596,N/A,INSERT,,,
Cable Segment Delta,527589124,N/A,INSERT,,,
Audit History,165207128,N/A,INSERT,,,
Cable Segment Delta,527589156,N/A,INSERT,,,
Pole,230029389,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral High
Pole,230029517,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,230029549,N/A,UPDATE,framing_type,Unknown,Vertical Triangular Neutral High
Cable Segment Delta,527588623,N/A,INSERT,,,
Cable Segment Delta,527588655,N/A,INSERT,,,
Cable Segment Delta,527588687,N/A,INSERT,,,
Cable Segment Delta,527588719,N/A,INSERT,,,
OH Transformer Bank,235955900,N/A,UPDATE,bank_configuration,'2 Phase Wye/Delta','3 Phase Open Wye/Open Delta'
OH Transformer Bank,235955900,N/A,GEOM UPDATE,actual_location,point (1),"point (2) - Moved 27' 10.21"""
OH Transformer Bank,235955900,N/A,GEOM UPDATE,bank_phasing_text,simple_point (1),"simple_point (2) - Moved 48' 4.02"""
OH Transformer Bank,235955900,N/A,GEOM UPDATE,secondary_connection,chain (1),"chain (2) - Length Changed 19' 0.20"""
OH Transformer Bank,235955900,N/A,GEOM UPDATE,secondary_location,point (1),"point (2) - Moved 27' 10.21"""
OH Transformer Bank,235955900,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 48' 4.02"""
OH Transformer Bank,235955900,N/A,GEOM UPDATE,config_text,simple_point (1),"simple_point (2) - Moved 48' 4.02"""
Cable Segment Delta,527589066,N/A,INSERT,,,
Cable Segment Delta,527589098,N/A,INSERT,,,
Cable Segment Delta,527588874,N/A,INSERT,,,
Pole,230029267,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527588597,N/A,INSERT,,,
Cable Segment Delta,527589189,N/A,INSERT,,,
Cable Segment Delta,527589253,N/A,INSERT,,,
Cable Segment Delta,527589285,N/A,INSERT,,,
Cable Segment Delta,527589376,N/A,INSERT,,,
Cable Segment Delta,527589440,N/A,INSERT,,,
Cable Segment Delta,527589472,N/A,INSERT,,,
Cable Segment Delta,527589504,N/A,INSERT,,,
OH Primary,218322808,N/A,UPDATE,installed_length,115,113
Cable Segment Delta,527588875,N/A,INSERT,,,
Cable Segment Delta,527588907,N/A,INSERT,,,
Cable Segment Delta,527588939,N/A,INSERT,,,
OH Primary,217510513,N/A,UPDATE,phase_designation,C,A
OH Primary,217510513,N/A,UPDATE,phase_orientation,C,A
Cable Segment Delta,527588598,N/A,INSERT,,,
Cable Segment Delta,527589126,N/A,INSERT,,,
Cable Segment Delta,527589158,N/A,INSERT,,,
Cable Segment Delta,527589190,N/A,INSERT,,,
Cable Segment Delta,527588753,N/A,INSERT,,,
Cable Segment Delta,527588785,N/A,INSERT,,,
Cable Segment Delta,527589441,N/A,INSERT,,,
Cable Segment Delta,527589473,N/A,INSERT,,,
Cable Segment Delta,527588940,N/A,INSERT,,,
Cable Segment Delta,527588972,N/A,INSERT,,,
Cable Segment Delta,527589004,N/A,INSERT,,,
Pole,230029893,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Primary Wire,217510514,217510513,UPDATE,phase,C,A
UG Primary,217510578,N/A,UPDATE,phase_designation,C,A
Cable Segment Delta,527589127,N/A,INSERT,,,
Cable Segment Delta,527589159,N/A,INSERT,,,
Cable Segment Delta,527589191,N/A,INSERT,,,
Cable Segment Delta,527589255,N/A,INSERT,,,
Pole,230030176,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,230030208,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
